"Gene stable ID","Transcript stable ID","UniProtKB/TrEMBL ID","Plant Reactome Reaction ID"
AT1G75080,AT1G75080.1,A0A178WJU2,R-ATH-5632095
AT1G75080,AT1G75080.1,A0A178WJU2,R-ATH-5679411
AT1G75080,AT1G75080.2,A0A178WJU2,R-ATH-5632095
AT1G75080,AT1G75080.2,A0A178WJU2,R-ATH-5679411
AT1G14290,AT1G14290.2,A0A1P8APD5,R-ATH-1119325
AT1G14290,AT1G14290.1,A0A178WPE2,R-ATH-1119325
AT5G58560,AT5G58560.1,A0A178U7L6,R-ATH-1119402
AT5G58560,AT5G58560.1,A0A178U7L6,R-ATH-1119260
AT5G44160,AT5G44160.1,A0A178UFY2,R-ATH-5679411
AT5G44160,AT5G44160.2,A0A1P8BBS4,R-ATH-5679411
AT4G28680,AT4G28680.4,F4JM08,R-ATH-1119486
AT4G28680,AT4G28680.4,F4JM08,R-ATH-1119438
AT4G28680,AT4G28680.4,F4JM08,R-ATH-1119344
AT4G28680,AT4G28680.4,A0A178UWQ2,R-ATH-1119486
AT4G28680,AT4G28680.4,A0A178UWQ2,R-ATH-1119438
AT4G28680,AT4G28680.4,A0A178UWQ2,R-ATH-1119344
AT4G28680,AT4G28680.5,A0A1P8B7T4,R-ATH-1119486
AT4G28680,AT4G28680.5,A0A1P8B7T4,R-ATH-1119438
AT4G28680,AT4G28680.5,A0A1P8B7T4,R-ATH-1119344
AT4G28680,AT4G28680.2,A8MQJ1,R-ATH-1119486
AT4G28680,AT4G28680.2,A8MQJ1,R-ATH-1119438
AT4G28680,AT4G28680.2,A8MQJ1,R-ATH-1119344
AT4G28680,AT4G28680.7,A0A1P8B7T5,R-ATH-1119486
AT4G28680,AT4G28680.7,A0A1P8B7T5,R-ATH-1119438
AT4G28680,AT4G28680.7,A0A1P8B7T5,R-ATH-1119344
AT4G28680,AT4G28680.7,A0A178UY54,R-ATH-1119486
AT4G28680,AT4G28680.7,A0A178UY54,R-ATH-1119438
AT4G28680,AT4G28680.7,A0A178UY54,R-ATH-1119344
AT4G28680,AT4G28680.3,F4JM09,R-ATH-1119486
AT4G28680,AT4G28680.3,F4JM09,R-ATH-1119438
AT4G28680,AT4G28680.3,F4JM09,R-ATH-1119344
AT4G28680,AT4G28680.6,A0A1P8B7T7,R-ATH-1119486
AT4G28680,AT4G28680.6,A0A1P8B7T7,R-ATH-1119438
AT4G28680,AT4G28680.6,A0A1P8B7T7,R-ATH-1119344
AT4G28680,AT4G28680.1,A0A178UWT5,R-ATH-1119486
AT4G28680,AT4G28680.1,A0A178UWT5,R-ATH-1119438
AT4G28680,AT4G28680.1,A0A178UWT5,R-ATH-1119344
AT5G16050,AT5G16050.2,A0A178UKR5,R-ATH-5632095
AT5G16050,AT5G16050.1,A0A178UKR5,R-ATH-5632095
AT5G16050,AT5G16050.1,C0Z2P5,R-ATH-5632095
AT5G16440,AT5G16440.1,A0A178ULI3,R-ATH-1119615
AT5G16440,AT5G16440.1,A0A178ULI3,R-ATH-1119464
AT5G16440,AT5G16440.1,A0A178ULI3,R-ATH-1119367
AT5G16440,AT5G16440.1,Q9M6K2,R-ATH-1119615
AT5G16440,AT5G16440.1,Q9M6K2,R-ATH-1119464
AT5G16440,AT5G16440.1,Q9M6K2,R-ATH-1119367
AT4G26530,AT4G26530.2,A0A178V385,R-ATH-1119519
AT4G26530,AT4G26530.3,A0A178V385,R-ATH-1119519
AT4G26530,AT4G26530.1,A0A178V385,R-ATH-1119519
AT2G42010,AT2G42010.1,A0A178VSC5,R-ATH-1119276
AT2G42010,AT2G42010.2,A0A1P8B0W4,R-ATH-1119276
AT4G11880,AT4G11880.3,A0A1P8B7Y6,R-ATH-8934036
AT4G11880,AT4G11880.1,ND,R-ATH-8934036
AT4G11880,AT4G11880.4,ND,R-ATH-8934036
AT4G11880,AT4G11880.2,A0A1P8B7Y6,R-ATH-8934036
AT1G02000,AT1G02000.1,A0A178WEE4,R-ATH-1119428
AT1G02000,AT1G02000.1,A0A178WEE4,R-ATH-1119620
AT1G02000,AT1G02000.1,Q67ZJ4,R-ATH-1119428
AT1G02000,AT1G02000.1,Q67ZJ4,R-ATH-1119620
AT2G01940,AT2G01940.3,ND,R-ATH-5679411
AT2G01940,AT2G01940.2,A0A178VRT5,R-ATH-5679411
AT2G01940,AT2G01940.1,A0A178VUU8,R-ATH-5679411
AT2G01940,AT2G01940.1,A0A178VWD7,R-ATH-5679411
AT2G17320,AT2G17320.1,B9DH75,R-ATH-1119394
AT2G17320,AT2G17320.1,A0A178VQN4,R-ATH-1119394
AT2G17320,AT2G17320.1,Q6NLB4,R-ATH-1119394
AT2G17320,AT2G17320.1,Q0WTE2,R-ATH-1119394
AT2G17320,AT2G17320.2,A0A178VSI6,R-ATH-1119394
AT2G17320,AT2G17320.2,A0A384L0N0,R-ATH-1119394
AT4G35020,AT4G35020.3,Q5PNX9,R-ATH-5608118
AT4G35020,AT4G35020.3,A0A384KTR9,R-ATH-5608118
AT4G35020,AT4G35020.5,A0A1P8B372,R-ATH-5608118
AT4G35020,AT4G35020.4,A0A1P8B372,R-ATH-5608118
AT4G35020,AT4G35020.2,Q5PNX9,R-ATH-5608118
AT4G35020,AT4G35020.2,A0A384KTR9,R-ATH-5608118
AT4G35020,AT4G35020.1,Q5PNX9,R-ATH-5608118
AT4G35020,AT4G35020.1,A0A384KTR9,R-ATH-5608118
AT5G44520,AT5G44520.2,A0A1P8BDP5,R-ATH-1119519
AT5G44520,AT5G44520.2,A0A178UMQ6,R-ATH-1119519
AT5G44520,AT5G44520.2,A0A178UKQ5,R-ATH-1119519
AT5G44520,AT5G44520.1,ND,R-ATH-1119519
AT3G23940,AT3G23940.2,ND,R-ATH-1119460
AT3G23940,AT3G23940.2,ND,R-ATH-1119600
AT3G23940,AT3G23940.1,A0A178VEH1,R-ATH-1119460
AT3G23940,AT3G23940.1,A0A178VEH1,R-ATH-1119600
AT1G80600,AT1G80600.1,A0A178WEJ5,R-ATH-1119263
AT1G80600,AT1G80600.1,A0A178WEJ5,R-ATH-1119539
AT1G80600,AT1G80600.1,A0A178WEJ5,R-ATH-1119622
AT4G34840,AT4G34840.3,A0A1P8B8G8,R-ATH-1119624
AT4G34840,AT4G34840.1,A0A178V169,R-ATH-1119624
AT4G34840,AT4G34840.5,A0A1P8B8G8,R-ATH-1119624
AT4G34840,AT4G34840.2,A0A1P8B8G4,R-ATH-1119624
AT4G34840,AT4G34840.4,A0A1P8B8H6,R-ATH-1119624
AT2G28760,AT2G28760.3,A0A178VW86,R-ATH-1119428
AT2G28760,AT2G28760.3,A0A178VW86,R-ATH-1119620
AT2G28760,AT2G28760.3,A0A178VW86,R-ATH-1119563
AT2G28760,AT2G28760.2,A0A178VW86,R-ATH-1119428
AT2G28760,AT2G28760.2,A0A178VW86,R-ATH-1119620
AT2G28760,AT2G28760.2,A0A178VW86,R-ATH-1119563
AT2G28760,AT2G28760.1,A0A178VW86,R-ATH-1119428
AT2G28760,AT2G28760.1,A0A178VW86,R-ATH-1119620
AT2G28760,AT2G28760.1,A0A178VW86,R-ATH-1119563
AT2G28760,AT2G28760.4,A0A1P8B345,R-ATH-1119428
AT2G28760,AT2G28760.4,A0A1P8B345,R-ATH-1119620
AT2G28760,AT2G28760.4,A0A1P8B345,R-ATH-1119563
AT1G55090,AT1G55090.1,A0A178W7V9,R-ATH-1119384
AT1G32470,AT1G32470.1,A0A178WBY7,R-ATH-1119312
AT1G21130,AT1G21130.1,A0A178WFA1,R-ATH-9609573
AT1G21130,AT1G21130.2,ND,R-ATH-9609573
AT5G48220,AT5G48220.2,A8MS79,R-ATH-1119494
AT5G48220,AT5G48220.3,F4K083,R-ATH-1119494
AT5G48220,AT5G48220.1,Q9LUB2,R-ATH-1119494
AT5G48220,AT5G48220.1,A0A178U9E1,R-ATH-1119494
AT5G48220,AT5G48220.4,A8MS79,R-ATH-1119494
AT3G22425,AT3G22425.1,ND,R-ATH-1119509
AT3G22425,AT3G22425.2,A0A178VKN0,R-ATH-1119509
AT3G22425,AT3G22425.2,Q682C0,R-ATH-1119509
AT5G35600,AT5G35600.1,A0A178UFN5,R-ATH-6787011
AT5G63620,AT5G63620.1,Q93ZM6,R-ATH-1119309
AT5G63620,AT5G63620.1,A0A178UMZ8,R-ATH-1119309
AT5G63620,AT5G63620.1,Q9FFQ2,R-ATH-1119309
AT5G63620,AT5G63620.1,Q8LDF7,R-ATH-1119309
AT5G63620,AT5G63620.3,A0A1P8BEP1,R-ATH-1119309
AT5G63620,AT5G63620.2,F4KAS6,R-ATH-1119309
AT2G26480,AT2G26480.1,W8PVN9,R-ATH-1119473
AT2G26480,AT2G26480.1,A0A178VZK6,R-ATH-1119473
AT2G19800,AT2G19800.1,B4F7Q2,R-ATH-1119431
AT2G19800,AT2G19800.1,A0A384L114,R-ATH-1119431
AT1G23740,AT1G23740.1,A0A178WJ25,R-ATH-1119309
AT1G23740,AT1G23740.1,Q8LEB8,R-ATH-1119309
AT1G69960,AT1G69960.1,A0A178WFY3,R-ATH-5632095
AT4G21534,AT4G21534.2,A0A178UW59,R-ATH-1119325
AT4G21534,AT4G21534.1,ND,R-ATH-1119325
AT3G57560,AT3G57560.1,A0A178V7F4,R-ATH-1119263
AT3G57560,AT3G57560.1,A0A178V7F4,R-ATH-1119539
AT3G57560,AT3G57560.1,A0A178V7F4,R-ATH-1119622
AT5G65165,AT5G65165.1,A0A178UG26,R-ATH-1119533
AT5G65165,AT5G65165.2,A0A1P8BF67,R-ATH-1119533
AT5G48300,AT5G48300.1,A0A178UDC3,R-ATH-1119477
AT5G48300,AT5G48300.1,Q56ZU5,R-ATH-1119477
AT5G48300,AT5G48300.1,Q56ZT4,R-ATH-1119477
AT2G13560,AT2G13560.1,A0A178VZ17,R-ATH-1119533
AT5G54140,AT5G54140.1,A0A178UKN3,R-ATH-1119580
AT3G46720,AT3G46720.1,A0A178VD41,R-ATH-1119473
AT4G38130,AT4G38130.2,A8MSD0,R-ATH-6787011
AT4G38130,AT4G38130.1,A0A178UVX8,R-ATH-6787011
AT4G13010,AT4G13010.1,A0A178V3J9,R-ATH-1119309
AT5G15950,AT5G15950.1,A0A178UR54,R-ATH-1119317
AT5G15950,AT5G15950.1,A0A178UR54,R-ATH-1119343
AT5G15950,AT5G15950.1,A0A178UR54,R-ATH-1119446
AT5G15950,AT5G15950.1,Q8GW86,R-ATH-1119317
AT5G15950,AT5G15950.1,Q8GW86,R-ATH-1119343
AT5G15950,AT5G15950.1,Q8GW86,R-ATH-1119446
AT5G15950,AT5G15950.2,ND,R-ATH-1119317
AT5G15950,AT5G15950.2,ND,R-ATH-1119343
AT5G15950,AT5G15950.2,ND,R-ATH-1119446
AT4G35360,AT4G35360.1,Q8W4Q1,R-ATH-1119394
AT4G35360,AT4G35360.1,O65492,R-ATH-1119394
AT4G35360,AT4G35360.1,Q8LDG5,R-ATH-1119394
AT4G35360,AT4G35360.3,A0A1P8B493,R-ATH-1119394
AT4G35360,AT4G35360.2,Q8W4Q1,R-ATH-1119394
AT4G35360,AT4G35360.2,A0A178V3L7,R-ATH-1119394
AT3G23490,AT3G23490.1,A0A178VD28,R-ATH-1119586
AT3G23490,AT3G23490.2,A0A178VD28,R-ATH-1119586
AT3G23490,AT3G23490.2,Q8LDF0,R-ATH-1119586
AT3G23490,AT3G23490.3,A0A1I9LTP8,R-ATH-1119586
AT3G54050,AT3G54050.1,A0A178VEW8,R-ATH-1119519
AT3G54050,AT3G54050.2,ND,R-ATH-1119519
AT1G26310,AT1G26310.1,A0A178W9U9,R-ATH-8934036
AT1G26310,AT1G26310.1,A0A178W9U9,R-ATH-8934257
AT1G17890,AT1G17890.1,A0A178WH23,R-ATH-1119620
AT1G17890,AT1G17890.3,B9DH36,R-ATH-1119620
AT1G17890,AT1G17890.2,B9DH36,R-ATH-1119620
AT2G01140,AT2G01140.1,A0A178VVW3,R-ATH-1119519
AT2G43360,AT2G43360.1,Q24JJ0,R-ATH-1119610
AT2G43360,AT2G43360.1,Q84WG4,R-ATH-1119610
AT2G43360,AT2G43360.1,A0A384KLW7,R-ATH-1119610
AT1G53000,AT1G53000.2,A0A1P8AVI3,R-ATH-1119532
AT1G53000,AT1G53000.1,A0A178W2K9,R-ATH-1119532
AT1G53000,AT1G53000.1,Q945P4,R-ATH-1119532
AT2G46070,AT2G46070.1,ND,R-ATH-6788019
AT2G46070,AT2G46070.2,F4IH84,R-ATH-6788019
AT2G46070,AT2G46070.3,A0A178VX75,R-ATH-6788019
AT2G46070,AT2G46070.3,A0A384LC88,R-ATH-6788019
AT3G51820,AT3G51820.1,A0A178VH65,R-ATH-1119320
AT3G51820,AT3G51820.1,A0A178VH65,R-ATH-1119412
AT4G37470,AT4G37470.1,A0A178V1E5,R-ATH-5654828
AT2G31810,AT2G31810.3,C0Z381,R-ATH-1119460
AT2G31810,AT2G31810.3,C0Z381,R-ATH-1119600
AT2G31810,AT2G31810.2,ND,R-ATH-1119460
AT2G31810,AT2G31810.2,ND,R-ATH-1119600
AT2G31810,AT2G31810.1,A0A178VQ69,R-ATH-1119460
AT2G31810,AT2G31810.1,A0A178VQ69,R-ATH-1119600
AT5G22630,AT5G22630.1,A0A178UL55,R-ATH-1119389
AT3G46480,AT3G46480.1,F4J937,R-ATH-1119294
AT3G46480,AT3G46480.1,F4J937,R-ATH-1119377
AT3G46480,AT3G46480.1,F4J937,R-ATH-1119625
AT3G46480,AT3G46480.1,Q4PSM2,R-ATH-1119294
AT3G46480,AT3G46480.1,Q4PSM2,R-ATH-1119377
AT3G46480,AT3G46480.1,Q4PSM2,R-ATH-1119625
AT3G46480,AT3G46480.1,Q9SN92,R-ATH-1119294
AT3G46480,AT3G46480.1,Q9SN92,R-ATH-1119377
AT3G46480,AT3G46480.1,Q9SN92,R-ATH-1119625
AT4G30000,AT4G30000.2,Q8GX34,R-ATH-1119523
AT4G30000,AT4G30000.2,Q8GX34,R-ATH-1119265
AT4G30000,AT4G30000.1,A0A178UTC5,R-ATH-1119523
AT4G30000,AT4G30000.1,A0A178UTC5,R-ATH-1119265
AT2G22810,AT2G22810.1,A0A178VTT6,R-ATH-1119334
AT2G22810,AT2G22810.1,A0A178VTT6,R-ATH-1119624
AT5G07720,AT5G07720.1,A0A178UFM5,R-ATH-5655101
AT2G26080,AT2G26080.1,A0A178W2X1,R-ATH-1119312
AT5G40610,AT5G40610.1,A0A178ULC3,R-ATH-1119402
AT5G53300,AT5G53300.1,A0A178UMJ1,R-ATH-5654828
AT5G53300,AT5G53300.4,A0A178UMJ1,R-ATH-5654828
AT5G53300,AT5G53300.2,A0A178UMJ1,R-ATH-5654828
AT5G53300,AT5G53300.3,F4KJ37,R-ATH-5654828
AT5G65750,AT5G65750.1,Q9FLH2,R-ATH-1119533
AT5G65750,AT5G65750.1,Q9FLH2,R-ATH-1119365
AT5G65750,AT5G65750.1,Q0WLT5,R-ATH-1119533
AT5G65750,AT5G65750.1,Q0WLT5,R-ATH-1119365
AT5G65750,AT5G65750.1,Q9ZRQ2,R-ATH-1119533
AT5G65750,AT5G65750.1,Q9ZRQ2,R-ATH-1119365
AT5G65750,AT5G65750.1,A0A178UD18,R-ATH-1119533
AT5G65750,AT5G65750.1,A0A178UD18,R-ATH-1119365
AT5G65750,AT5G65750.1,O49541,R-ATH-1119533
AT5G65750,AT5G65750.1,O49541,R-ATH-1119365
AT3G43960,AT3G43960.1,A0A178VEU3,R-ATH-8986768
AT4G17880,AT4G17880.1,A0A178URZ0,R-ATH-6787011
AT2G39660,AT2G39660.1,A0A178VYW0,R-ATH-9611432
AT1G13560,AT1G13560.3,A0A1P8AWM4,R-ATH-1119276
AT1G13560,AT1G13560.2,F4HQU9,R-ATH-1119276
AT1G13560,AT1G13560.1,A0A178WA43,R-ATH-1119276
AT5G10870,AT5G10870.1,A0A178UB55,R-ATH-1119389
AT1G20330,AT1G20330.1,A0A178WHI4,R-ATH-1119370
AT1G11860,AT1G11860.3,A0A2H1ZEA9,R-ATH-1119312
AT1G11860,AT1G11860.1,A0A178WFZ3,R-ATH-1119312
AT1G11860,AT1G11860.2,A0A178WFZ3,R-ATH-1119312
AT5G46180,AT5G46180.1,A0A178UES2,R-ATH-1119495
AT5G46180,AT5G46180.1,A0A178UES2,R-ATH-1119610
AT5G46180,AT5G46180.1,A0A178UES2,R-ATH-1119289
AT5G46180,AT5G46180.1,A0A178UES2,R-ATH-1119318
AT1G04920,AT1G04920.1,W8PW44,R-ATH-1119465
AT1G04920,AT1G04920.1,A0A384K9Z9,R-ATH-1119465
AT1G80820,AT1G80820.1,A0A178WG92,R-ATH-1119316
AT1G80820,AT1G80820.2,A0A1P8AWR1,R-ATH-1119316
AT4G11110,AT4G11110.1,A0A178V5A8,R-ATH-8933811
AT4G11110,AT4G11110.1,A0A178UY09,R-ATH-8933811
AT2G37090,AT2G37090.1,W8QNT8,R-ATH-5654909
AT2G37090,AT2G37090.1,A0A178VRM9,R-ATH-5654909
AT3G09810,AT3G09810.1,A0A178V9M1,R-ATH-1119533
AT3G09810,AT3G09810.1,A0A178V9M1,R-ATH-1119540
AT3G09810,AT3G09810.1,Q9SF26,R-ATH-1119533
AT3G09810,AT3G09810.1,Q9SF26,R-ATH-1119540
AT5G13710,AT5G13710.2,A0A178UM79,R-ATH-1119370
AT5G13710,AT5G13710.1,ND,R-ATH-1119370
AT1G19920,AT1G19920.1,A0A178WAV9,R-ATH-1119529
AT4G15560,AT4G15560.1,A0A178V5I0,R-ATH-1119464
AT4G15560,AT4G15560.1,A0A178V5I0,R-ATH-1119594
AT4G15560,AT4G15560.1,A0A178V5I0,R-ATH-1119629
AT4G15560,AT4G15560.1,Q944G7,R-ATH-1119464
AT4G15560,AT4G15560.1,Q944G7,R-ATH-1119594
AT4G15560,AT4G15560.1,Q944G7,R-ATH-1119629
AT4G15560,AT4G15560.1,Q94CE7,R-ATH-1119464
AT4G15560,AT4G15560.1,Q94CE7,R-ATH-1119594
AT4G15560,AT4G15560.1,Q94CE7,R-ATH-1119629
AT1G32200,AT1G32200.2,C0Z249,R-ATH-1119402
AT1G32200,AT1G32200.2,A0A178WCW7,R-ATH-1119402
AT1G32200,AT1G32200.1,ND,R-ATH-1119402
AT5G62980,AT5G62980.1,ND,R-ATH-1119523
AT5G62980,AT5G62980.1,ND,R-ATH-1119265
AT5G62980,AT5G62980.2,A0A178U6Q3,R-ATH-1119523
AT5G62980,AT5G62980.2,A0A178U6Q3,R-ATH-1119265
AT5G62980,AT5G62980.2,A0A178U7H3,R-ATH-1119523
AT5G62980,AT5G62980.2,A0A178U7H3,R-ATH-1119265
AT5G60600,AT5G60600.3,B3H725,R-ATH-1119464
AT5G60600,AT5G60600.5,B3H725,R-ATH-1119464
AT5G60600,AT5G60600.4,B3H725,R-ATH-1119464
AT5G60600,AT5G60600.1,A0A178UN53,R-ATH-1119464
AT5G60600,AT5G60600.2,ND,R-ATH-1119464
AT1G70560,AT1G70560.1,A0A178W912,R-ATH-1119486
AT5G02290,AT5G02290.1,A0A178UA22,R-ATH-9611432
AT5G02290,AT5G02290.2,A0A178UA22,R-ATH-9611432
AT4G32120,AT4G32120.1,W8Q6I0,R-ATH-1119341
AT4G32120,AT4G32120.1,O49381,R-ATH-1119341
AT4G32120,AT4G32120.1,A0A178UYR4,R-ATH-1119341
AT1G50460,AT1G50460.1,A0A178W513,R-ATH-1119595
AT1G50460,AT1G50460.1,A0A178W513,R-ATH-1119628
AT1G50460,AT1G50460.1,A0A178W513,R-ATH-1119601
AT1G50460,AT1G50460.3,A0A1P8ASQ8,R-ATH-1119595
AT1G50460,AT1G50460.3,A0A1P8ASQ8,R-ATH-1119628
AT1G50460,AT1G50460.3,A0A1P8ASQ8,R-ATH-1119601
AT1G50460,AT1G50460.2,A0A1P8ASN0,R-ATH-1119595
AT1G50460,AT1G50460.2,A0A1P8ASN0,R-ATH-1119628
AT1G50460,AT1G50460.2,A0A1P8ASN0,R-ATH-1119601
AT5G27380,AT5G27380.1,A0A178UD21,R-ATH-1119342
AT5G27380,AT5G27380.1,A0A178UD21,R-ATH-1119483
AT5G27380,AT5G27380.1,Q0WUG4,R-ATH-1119342
AT5G27380,AT5G27380.1,Q0WUG4,R-ATH-1119483
AT5G43060,AT5G43060.1,A0A178US02,R-ATH-8986768
AT3G52940,AT3G52940.1,Q0WUH0,R-ATH-1119370
AT3G52940,AT3G52940.2,F4J859,R-ATH-1119370
AT5G34780,AT5G34780.1,ND,R-ATH-1119479
AT4G04920,AT4G04920.2,A0A178UYI7,R-ATH-8879007
AT4G04920,AT4G04920.3,A0A1P8B6J9,R-ATH-8879007
AT4G04920,AT4G04920.3,A0A178UZW5,R-ATH-8879007
AT4G04920,AT4G04920.3,A0A178UYR0,R-ATH-8879007
AT4G04920,AT4G04920.3,A0A178UXC6,R-ATH-8879007
AT4G04920,AT4G04920.1,ND,R-ATH-8879007
AT1G69640,AT1G69640.1,A0A178W418,R-ATH-1119325
AT1G69640,AT1G69640.1,Q67ZZ3,R-ATH-1119325
AT4G29840,AT4G29840.1,A0A178V4G4,R-ATH-1119262
AT5G04330,AT5G04330.1,A0A178UCN2,R-ATH-1119316
AT5G37600,AT5G37600.1,ND,R-ATH-1119291
AT5G37600,AT5G37600.1,ND,R-ATH-1119293
AT5G37600,AT5G37600.1,ND,R-ATH-1119443
AT2G02500,AT2G02500.2,A0A178VW22,R-ATH-1119464
AT2G02500,AT2G02500.1,ND,R-ATH-1119464
AT5G59590,AT5G59590.1,W8PUA4,R-ATH-1119473
AT5G59590,AT5G59590.1,A0A384KI83,R-ATH-1119473
AT2G36460,AT2G36460.2,B3H6D7,R-ATH-1119519
AT2G36460,AT2G36460.2,B3H6D7,R-ATH-1119570
AT2G36460,AT2G36460.1,A0A178VRN7,R-ATH-1119519
AT2G36460,AT2G36460.1,A0A178VRN7,R-ATH-1119570
AT2G36460,AT2G36460.3,B3H6D7,R-ATH-1119519
AT2G36460,AT2G36460.3,B3H6D7,R-ATH-1119570
AT2G31180,AT2G31180.1,A0A178VX21,R-ATH-8879007
AT5G11880,AT5G11880.1,Q56ZB3,R-ATH-1119273
AT5G11880,AT5G11880.1,Q56ZB3,R-ATH-1119283
AT5G11880,AT5G11880.1,Q56ZB3,R-ATH-1119419
AT5G11880,AT5G11880.1,A0A178UQZ2,R-ATH-1119273
AT5G11880,AT5G11880.1,A0A178UQZ2,R-ATH-1119283
AT5G11880,AT5G11880.1,A0A178UQZ2,R-ATH-1119419
AT1G43710,AT1G43710.1,A0A178WA97,R-ATH-1119556
AT2G36500,AT2G36500.1,A0A178VZG3,R-ATH-1119407
AT4G31990,AT4G31990.2,B9DGA8,R-ATH-1119393
AT4G31990,AT4G31990.2,B9DGA8,R-ATH-1119281
AT4G31990,AT4G31990.2,B9DGA8,R-ATH-1119553
AT4G31990,AT4G31990.2,Q56WQ1,R-ATH-1119393
AT4G31990,AT4G31990.2,Q56WQ1,R-ATH-1119281
AT4G31990,AT4G31990.2,Q56WQ1,R-ATH-1119553
AT4G31990,AT4G31990.2,A0A384KDZ4,R-ATH-1119393
AT4G31990,AT4G31990.2,A0A384KDZ4,R-ATH-1119281
AT4G31990,AT4G31990.2,A0A384KDZ4,R-ATH-1119553
AT4G31990,AT4G31990.1,B9DGA8,R-ATH-1119393
AT4G31990,AT4G31990.1,B9DGA8,R-ATH-1119281
AT4G31990,AT4G31990.1,B9DGA8,R-ATH-1119553
AT4G31990,AT4G31990.1,A0A384KDZ4,R-ATH-1119393
AT4G31990,AT4G31990.1,A0A384KDZ4,R-ATH-1119281
AT4G31990,AT4G31990.1,A0A384KDZ4,R-ATH-1119553
AT4G31990,AT4G31990.3,B9DG21,R-ATH-1119393
AT4G31990,AT4G31990.3,B9DG21,R-ATH-1119281
AT4G31990,AT4G31990.3,B9DG21,R-ATH-1119553
AT4G31990,AT4G31990.4,F4JTH0,R-ATH-1119393
AT4G31990,AT4G31990.4,F4JTH0,R-ATH-1119281
AT4G31990,AT4G31990.4,F4JTH0,R-ATH-1119553
AT4G11830,AT4G11830.2,A0A178UZI5,R-ATH-1119276
AT4G11830,AT4G11830.3,A0A1P8B5I3,R-ATH-1119276
AT4G11830,AT4G11830.1,ND,R-ATH-1119276
AT4G11830,AT4G11830.4,A0A1P8B5J2,R-ATH-1119276
AT2G17090,AT2G17090.1,A0A178VRD2,R-ATH-5632095
AT2G45440,AT2G45440.1,Q0WSN6,R-ATH-1119273
AT2G45440,AT2G45440.1,Q0WSN6,R-ATH-1119283
AT2G45440,AT2G45440.1,Q0WSN6,R-ATH-1119419
AT2G45440,AT2G45440.1,A0A384KQ79,R-ATH-1119273
AT2G45440,AT2G45440.1,A0A384KQ79,R-ATH-1119283
AT2G45440,AT2G45440.1,A0A384KQ79,R-ATH-1119419
AT2G34850,AT2G34850.2,ND,R-ATH-1119428
AT2G34850,AT2G34850.2,ND,R-ATH-1119620
AT2G34850,AT2G34850.2,ND,R-ATH-1119574
AT2G34850,AT2G34850.4,ND,R-ATH-1119428
AT2G34850,AT2G34850.4,ND,R-ATH-1119620
AT2G34850,AT2G34850.4,ND,R-ATH-1119574
AT2G34850,AT2G34850.1,ND,R-ATH-1119428
AT2G34850,AT2G34850.1,ND,R-ATH-1119620
AT2G34850,AT2G34850.1,ND,R-ATH-1119574
AT2G34850,AT2G34850.3,ND,R-ATH-1119428
AT2G34850,AT2G34850.3,ND,R-ATH-1119620
AT2G34850,AT2G34850.3,ND,R-ATH-1119574
AT5G05590,AT5G05590.1,ND,R-ATH-1119494
AT5G05590,AT5G05590.4,A0A1P8B9P1,R-ATH-1119494
AT5G05590,AT5G05590.4,Q39246,R-ATH-1119494
AT5G05590,AT5G05590.2,A0A178UCR7,R-ATH-1119494
AT5G05590,AT5G05590.3,A0A1P8B9M1,R-ATH-1119494
AT2G17340,AT2G17340.1,A0A178VRR7,R-ATH-1119394
AT4G24120,AT4G24120.1,A0A178V2Q5,R-ATH-9025727
AT4G24120,AT4G24120.1,A0A178V2Q5,R-ATH-8858053
AT1G69120,AT1G69120.1,A0A178W846,R-ATH-8934036
AT1G69120,AT1G69120.1,A0A178W846,R-ATH-8934257
AT1G69120,AT1G69120.3,A0A1P8AML8,R-ATH-8934036
AT1G69120,AT1G69120.3,A0A1P8AML8,R-ATH-8934257
AT1G69120,AT1G69120.3,A5YY13,R-ATH-8934036
AT1G69120,AT1G69120.3,A5YY13,R-ATH-8934257
AT1G69120,AT1G69120.3,A5YWQ6,R-ATH-8934036
AT1G69120,AT1G69120.3,A5YWQ6,R-ATH-8934257
AT1G69120,AT1G69120.3,Q84JT3,R-ATH-8934036
AT1G69120,AT1G69120.3,Q84JT3,R-ATH-8934257
AT1G69120,AT1G69120.3,A5YY28,R-ATH-8934036
AT1G69120,AT1G69120.3,A5YY28,R-ATH-8934257
AT1G69120,AT1G69120.2,A0A1P8AMJ8,R-ATH-8934036
AT1G69120,AT1G69120.2,A0A1P8AMJ8,R-ATH-8934257
AT1G63100,AT1G63100.1,A0A2H1ZEE0,R-ATH-5632095
AT1G63100,AT1G63100.2,A0A178W2Y7,R-ATH-5632095
AT5G62000,AT5G62000.1,A0A178UUC3,R-ATH-5608118
AT5G62000,AT5G62000.1,C0SVV4,R-ATH-5608118
AT5G62000,AT5G62000.1,A0A178UH58,R-ATH-5608118
AT5G62000,AT5G62000.1,E1A6G3,R-ATH-5608118
AT5G62000,AT5G62000.1,E1A6H0,R-ATH-5608118
AT5G62000,AT5G62000.1,E1A6G8,R-ATH-5608118
AT5G62000,AT5G62000.1,E1A6F5,R-ATH-5608118
AT5G62000,AT5G62000.1,E1A6F8,R-ATH-5608118
AT5G62000,AT5G62000.3,E1A6G1,R-ATH-5608118
AT5G62000,AT5G62000.3,E1A6G9,R-ATH-5608118
